0,63.985043,-22.592484
0,63.985043,-22.592484
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605425
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
0,63.991837,-22.605427
