aileron,elevator,rudder,flaps,slats,speedbrake,throttle,engine-pump0,engine-pump1,electric-pump0,electric-pump1,external-power,APU-generator,latitude-deg,longitude-deg,altitude-ft,roll-deg,pitch-deg,heading-deg,side-slip-deg,airspeed-kt,glideslope,vertical-speed-fps,airspeed-indicator_indicated-speed-kt,altimeter_indicated-altitude-ft,altimeter_pressure-alt-ft,attitude-indicator_indicated-pitch-deg,attitude-indicator_indicated-roll-deg,attitude-indicator_internal-pitch-deg,attitude-indicator_internal-roll-deg,encoder_indicated-altitude-ft,encoder_pressure-alt-ft,gps_indicated-altitude-ft,gps_indicated-ground-speed-kt,gps_indicated-vertical-speed,indicated-heading-offset-deg,indicated-heading-deg,magnetic-compass_indicated-heading-deg,slip-skid-ball_indicated-slip-skid,turn-indicator_indicated-turn-rate,vertical-speed-indicator_indicated-speed-fpm,engine_rpm
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26488,4.161269,-2.564199,80.344604,68.891975,2.964265,0.011638,2.25E-4,0.0,149.94588,-237.94946,-2.564285,24.088615,-2.564285,24.088615,-239.99986,-240.0,157.26488,0.015605,-0.11043,12.868054,93.212395,64.10164,-0.898537,0.005286,-18.160263,2309.9514
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26485,4.161402,-2.56216,80.34613,68.890785,2.964249,0.011833,2.29E-4,0.0,149.94585,-237.9495,-2.56225,24.073753,-2.56225,24.073753,-239.99986,-240.0,157.26485,0.015578,-0.10976,12.868054,93.21391,64.09794,-0.898654,0.005277,-18.262798,2309.9512
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26482,4.161533,-2.560058,80.34766,68.88959,2.964245,0.013451,2.6E-4,0.0,149.94582,-237.94952,-2.560151,24.058887,-2.560151,24.058887,-239.99986,-240.0,157.26482,0.015551,-0.10929,12.868054,93.21544,64.09519,-0.898774,0.005269,-18.362764,2309.9507
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26479,4.16166,-2.557898,80.34918,68.888374,2.96423,0.013836,2.67E-4,0.0,149.94579,-237.94955,-2.557992,24.044004,-2.557992,24.044004,-239.99986,-240.0,157.26479,0.015525,-0.109189,12.868054,93.216965,64.09343,-0.898915,0.005261,-18.457731,2309.9504
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26477,4.161784,-2.555685,80.3507,68.887,2.96422,0.014568,2.81E-4,0.0,149.94577,-237.94957,-2.555782,24.029133,-2.555782,24.029133,-239.99986,-240.0,157.26477,0.0155,-0.108284,12.868054,93.21848,64.09264,-0.899067,0.005252,-18.54805,2309.9502
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26474,4.161885,-2.553428,80.35222,68.88561,2.964205,0.015344,2.96E-4,0.0,149.94574,-237.9496,-2.553527,24.014238,-2.553527,24.014238,-239.99986,-240.0,157.26474,0.015475,-0.107948,12.868054,93.22,64.092834,-0.899239,0.005244,-18.632336,2309.95
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26471,4.161966,-2.551126,80.35374,68.88427,2.964189,0.015723,3.03E-4,0.0,149.94572,-237.94962,-2.551228,23.999325,-2.551228,23.999325,-239.99986,-240.0,157.26471,0.015451,-0.108049,12.868054,93.22152,64.09402,-0.899434,0.005235,-18.71171,2309.9497
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.2647,4.162023,-2.54879,80.355255,68.88291,2.964181,0.017493,3.37E-4,0.0,149.9457,-237.94965,-2.548893,23.984373,-2.548893,23.984373,-239.99986,-240.0,157.2647,0.015428,-0.106405,12.868054,93.22304,64.096176,-0.899624,0.005225,-18.788511,2309.9492
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26466,4.162079,-2.54642,80.356766,68.88157,2.964173,0.017182,3.31E-4,0.0,149.94568,-237.94966,-2.546524,23.96943,-2.546524,23.96943,-239.99986,-240.0,157.26466,0.015405,-0.10617,12.868054,93.22455,64.09933,-0.899826,0.005216,-18.86029,2309.949
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26465,4.162133,-2.544016,80.35828,68.88011,2.964167,0.019129,3.69E-4,0.0,149.94566,-237.94968,-2.544122,23.954489,-2.544122,23.954489,-239.99986,-240.0,157.26465,0.015383,-0.104929,12.868054,93.22606,64.103455,-0.900042,0.005207,-4.095948,2309.9487
0.0,0.0,0.44,0.0,0.0,0.0,1.0,1.62050864E8,1.62050864E8,1.6205088E8,1.6205088E8,1.62050928E8,1.6205096E8,63.98323,-22.584742,157.26463,4.16217,-2.541592,80.35979,68.878654,2.964155,0.018579,3.58E-4,0.0,149.94565,-237.94969,-2.541699,23.93953,-2.541699,23.93953,-239.99986,-240.0,157.26463,0.015361,-0.105097,12.868054,93.22757,64.10857,-0.900269,0.005197,-4.378123,2309.9482
